date,workload,energy_kwh,carbon_west_us_g,carbon_west_europe_g,carbon_north_europe_g
2021-03-02,990686.0,495.343,198137.2,123835.75,49534.3
2021-03-03,1236577.0,618.2885,247315.4,154572.125,61828.85
2021-03-04,1077459.0,538.7295,215491.80000000002,134682.375,53872.950000000004
2021-03-05,1119659.0,559.8295,223931.80000000002,139957.375,55982.950000000004
2021-03-06,1095257.0,547.6285,219051.40000000002,136907.125,54762.850000000006
2021-03-07,1086494.0,543.247,217298.8,135811.75,54324.7
2021-03-08,941595.0,470.7975,188319.0,117699.375,47079.75
2021-03-09,1080725.0,540.3625,216144.99999999997,135090.625,54036.24999999999
2021-03-10,1145122.0,572.561,229024.40000000002,143140.25,57256.100000000006
2021-03-11,1601187.0,800.5935000000001,320237.4,200148.37500000003,80059.35
2021-03-12,1269891.0,634.9455,253978.2,158736.375,63494.55
2021-03-13,1147658.0,573.8290000000001,229531.60000000003,143457.25000000003,57382.90000000001
2021-03-14,708186.0,354.093,141637.2,88523.25,35409.3
2021-03-15,1318451.0,659.2255,263690.2,164806.375,65922.55
2021-03-16,1320515.0,660.2575,264103.0,165064.375,66025.75
2021-03-17,1512921.0,756.4605,302584.2,189115.125,75646.05
2021-03-18,1244768.0,622.384,248953.6,155596.0,62238.4
2021-03-19,1467655.0,733.8275,293531.0,183456.875,73382.75
2021-03-20,1360810.0,680.405,272162.0,170101.25,68040.5
2021-03-21,1308317.0,654.1585,261663.4,163539.625,65415.85
2021-03-22,1218897.0,609.4485,243779.4,152362.125,60944.85
2021-03-23,1008638.0,504.319,201727.6,126079.75,50431.9
2021-03-24,1000087.0,500.0435,200017.4,125010.875,50004.35
2021-03-25,1509618.0,754.809,301923.6,188702.25,75480.9
2021-03-26,116659.0,58.3295,23331.800000000003,14582.375,5832.950000000001
2021-03-27,105793.0,52.8965,21158.600000000002,13224.125,5289.650000000001
2021-03-28,121204.0,60.602000000000004,24240.800000000003,15150.500000000002,6060.200000000001
2021-03-29,106842.0,53.421,21368.4,13355.25,5342.1
2021-03-30,1377393.0,688.6965,275478.6,172174.125,68869.65
2021-03-31,2631747.0,1315.8735,526349.4,328968.375,131587.35
2021-04-01,1923919.0,961.9595,384783.80000000005,240489.875,96195.95000000001
2021-04-02,1489204.0,744.602,297840.8,186150.5,74460.2
2021-04-03,1335799.0,667.8995,267159.8,166974.875,66789.95
2021-04-04,1478458.0,739.229,295691.60000000003,184807.25,73922.90000000001
2021-04-05,1413786.0,706.893,282757.2,176723.25,70689.3
2021-04-06,1568161.0,784.0805,313632.2,196020.125,78408.05
2021-04-07,2142778.0,1071.3890000000001,428555.60000000003,267847.25000000006,107138.90000000001
2021-04-08,2572481.0,1286.2405,514496.20000000007,321560.125,128624.05000000002
2021-04-09,2414407.0,1207.2035,482881.4,301800.875,120720.35
2021-04-10,2072474.0,1036.237,414494.80000000005,259059.25000000003,103623.70000000001
2021-04-11,1780979.0,890.4895,356195.8,222622.375,89048.95
2021-04-12,1931504.0,965.7520000000001,386300.80000000005,241438.00000000003,96575.20000000001
2021-04-13,2515123.0,1257.5615,503024.60000000003,314390.375,125756.15000000001
2021-04-14,2127595.0,1063.7975000000001,425519.00000000006,265949.37500000006,106379.75000000001
2021-04-15,2634774.0,1317.387,526954.7999999999,329346.75,131738.69999999998
2021-04-16,2793427.0,1396.7135,558685.4,349178.375,139671.35
2021-04-17,2235721.0,1117.8605,447144.2,279465.125,111786.05
2021-04-18,2131605.0,1065.8025,426321.0,266450.625,106580.25
2021-04-19,2438416.0,1219.208,487683.2,304802.0,121920.8
2021-04-20,2313200.0,1156.6000000000001,462640.00000000006,289150.00000000006,115660.00000000001
2021-04-21,2889191.0,1444.5955000000001,577838.2000000001,361148.87500000006,144459.55000000002
2021-04-22,2684949.0,1342.4745,536989.8,335618.625,134247.45
2021-04-23,3026310.0,1513.155,605262.0,378288.75,151315.5
2021-04-24,2440176.0,1220.088,488035.2,305022.0,122008.8
2021-04-25,2285897.0,1142.9485,457179.39999999997,285737.125,114294.84999999999
2021-04-26,2590430.0,1295.215,518085.99999999994,323803.75,129521.49999999999
2021-04-27,2761536.0,1380.768,552307.2,345192.0,138076.8
2021-04-28,2892568.0,1446.284,578513.6000000001,361571.0,144628.40000000002
2021-04-29,2868684.0,1434.342,573736.8,358585.5,143434.2
2021-04-30,2580239.0,1290.1195,516047.8,322529.875,129011.95
2021-05-01,2423621.0,1211.8105,484724.2,302952.625,121181.05
2021-05-02,2269244.0,1134.622,453848.80000000005,283655.5,113462.20000000001
2021-05-03,2667280.0,1333.64,533456.0,333410.0,133364.0
2021-05-04,2483205.0,1241.6025,496641.0,310400.625,124160.25
2021-05-05,3033192.0,1516.596,606638.4,379149.0,151659.6
2021-05-06,2872916.0,1436.458,574583.2000000001,359114.5,143645.80000000002
2021-05-07,2556664.0,1278.332,511332.80000000005,319583.0,127833.20000000001
2021-05-08,2278779.0,1139.3895,455755.8,284847.375,113938.95
2021-05-09,2292732.0,1146.366,458546.4,286591.5,114636.6
2021-05-10,2314220.0,1157.1100000000001,462844.00000000006,289277.50000000006,115711.00000000001
2021-05-11,2191807.0,1095.9035000000001,438361.4,273975.87500000006,109590.35
2021-05-12,2461609.0,1230.8045,492321.8,307701.125,123080.45
2021-05-13,1998656.0,999.328,399731.2,249832.0,99932.8
2021-05-14,2160152.0,1080.076,432030.4,270019.0,108007.6
2021-05-15,2579356.0,1289.678,515871.20000000007,322419.5,128967.80000000002
2021-05-16,1729566.0,864.783,345913.2,216195.75,86478.3
2021-05-17,1969440.0,984.72,393888.0,246180.0,98472.0
2021-05-18,2095286.0,1047.643,419057.2,261910.75,104764.3
2021-05-19,2036728.0,1018.364,407345.60000000003,254591.0,101836.40000000001
2021-05-20,2122841.0,1061.4205,424568.19999999995,265355.125,106142.04999999999
2021-05-21,1641095.0,820.5475,328219.0,205136.875,82054.75
2021-05-22,1805146.0,902.573,361029.2,225643.25,90257.3
2021-05-23,1415884.0,707.942,283176.8,176985.5,70794.2
2021-05-24,1243312.0,621.6560000000001,248662.40000000002,155414.00000000003,62165.600000000006
2021-05-25,1667785.0,833.8925,333557.0,208473.125,83389.25
2021-05-26,1765694.0,882.847,353138.8,220711.75,88284.7
2021-05-27,1605858.0,802.929,321171.6,200732.25,80292.9
2021-05-28,1573652.0,786.826,314730.4,196706.5,78682.6
2021-05-29,1408530.0,704.265,281706.0,176066.25,70426.5
2021-05-30,1231622.0,615.811,246324.40000000002,153952.75,61581.100000000006
2021-05-31,1270358.0,635.179,254071.59999999998,158794.75,63517.899999999994
2021-06-01,1405293.0,702.6465000000001,281058.60000000003,175661.62500000003,70264.65000000001
2021-06-02,1434923.0,717.4615,286984.6,179365.375,71746.15
2021-06-03,1428243.0,714.1215,285648.6,178530.375,71412.15
2021-06-04,1352483.0,676.2415,270496.6,169060.375,67624.15
2021-06-05,950692.0,475.346,190138.4,118836.5,47534.6
2021-06-06,981151.0,490.57550000000003,196230.2,122643.87500000001,49057.55
2021-06-07,981056.0,490.528,196211.2,122632.0,49052.8
2021-06-08,1200656.0,600.328,240131.19999999998,150082.0,60032.799999999996
